e,estimate,se
-10,-0.006024826727824945,0.010711555608302663
-9,-0.025705418573453005,0.010398352761060404
-8,0.016466423197381168,0.010947873168968668
-7,0.006132677510527011,0.010830270283621159
-6,0.006933963263278349,0.010764543017652908
-5,-0.0019527534617662544,0.01104940320693084
-4,0.010779888753190735,0.010517622593217238
-3,0.002687139774959072,0.01020988806610604
-2,2.508349560795556e-05,0.010614719292620246
-1,-0.0011215287546266562,0.010754897653239245
0,-0.005382024200578951,0.010869179229975212
1,-0.005699644807961878,0.01000363440692179
2,-0.014900806161543911,0.011835566284327644
3,-0.0029600721649060374,0.0111460661379373
4,0.0004227219226248371,0.012665241172469891
5,0.007523398473782348,0.012246309826062647
6,0.010762120078740828,0.011934262436576642
7,0.012663222499427518,0.013642110390030006
8,0.01191916068039197,0.014342162937770962
9,0.003741110054116832,0.015039103305332771
10,0.015912591101955347,0.014772472859018542
