cohort,estimate,se,states
2014,0.04157588931805775,0.09131012963758647,44
2018,0.12289239846401982,0.06861665076060157,36
2020,0.019437434044439823,0.07970550761968222,53
2021,-0.07860408829645088,0.06903069592573803,"11, 25"
2022,-0.1110887999462533,0.09592540445012789,9
2024,-0.25873270812149857,0.1176919978353353,"41, 8"
