e,estimate,se
-10,-0.01847270768519774,0.028439019322259833
-9,-0.027008058173887007,0.03130080882242053
-8,0.014085933728438698,0.032293891871929006
-7,0.014123980743270847,0.02957668744869273
-6,-0.0007969821185743882,0.029798280729238343
-5,0.017320424530308336,0.028660337077949537
-4,-0.006039089588681869,0.029776906531849084
-3,0.027451852826803014,0.030014294822973187
-2,0.007509945309388817,0.028490910723484312
-1,-0.04074829251962945,0.030449798859683908
0,0.01992987413535235,0.03229649435450548
1,0.013788531754950048,0.029127209140408086
2,0.00405566423828355,0.031057592046021362
3,-0.011954149606045114,0.031901607969156025
4,0.02702828272218198,0.03575641538053314
5,0.012898084178525988,0.038159936867920866
6,0.027353996397343705,0.03551292183377983
7,0.056394196256773485,0.043268004747433364
8,0.049298232541194364,0.04488450806438734
9,0.03033612969051013,0.04470299086072279
10,0.07498246703575809,0.046720453397745394
