year,estimate,se
2014,-0.24688667569853817,0.1398437979277069
2015,-0.20930989672898415,0.13984644401786678
2016,-0.1320291645639715,0.1362617212880927
2017,-0.3696768345701269,0.13311829626467991
2018,0.1777650072523712,0.08957222276157284
2019,0.12390636954470932,0.10759657111751218
2020,0.14203442982573047,0.0846244007592292
2021,-0.08835374507472973,0.057220955765204196
2022,-0.0016274642489261708,0.06480373885358114
2023,-0.01622045533382082,0.08203409000276013
2024,-0.007247073663084977,0.09062091309848698
