cohort,estimate,se,states
2004,0.01074542065566844,1.0763982402633814,6
2009,-1.013727778213913,2.1714421213100366,34
2014,-4.922138021980401,3.3858917472409416,44
2018,0.18172441170132103,1.8645709378493127,36
2020,0.5846397318646019,2.7498706951967504,"11, 53"
2021,-4.8213503482768605,3.1985724372186803,25
2022,-5.129473392786685,4.907328793382632,9
2023,-7.9088740879719985,3.957389453549348,41
2024,2.07592879979504,3.6978875466295857,8
