e,estimate,se
-10,0.00330389193521884,0.009604016241943358
-9,0.012350695450160836,0.010669728736994507
-8,-0.02032622861047724,0.010402607625029606
-7,-0.008447627579268929,0.011514331695903324
-6,-0.003028247668170768,0.010369603605173356
-5,-0.0011143174861344704,0.009977686700333213
-4,-0.0010909333295132388,0.01039017809702525
-3,-0.012406720481391366,0.00926586659004955
-2,-0.0012730302500334751,0.009590693108231322
-1,0.0023277186527061837,0.00976337926680284
0,-0.000811074746454214,0.010075598589358963
1,-0.016588338809690933,0.010431052753912514
2,-0.00654210534458018,0.010498970140285127
3,0.002439365738842704,0.012122090147292562
4,-0.008172146959048105,0.011820925565313523
5,-0.004299263248678511,0.012798837233433459
6,0.01689385065013979,0.012861755483214707
7,-0.007343426813140831,0.014570359866055075
8,-0.012890754662740861,0.01522845071964113
9,-0.03779102385655355,0.01648283767804575
10,-0.019824960746313996,0.016727638760944834
