e,estimate,se
-10,0.022860142796280698,0.023025148122024337
-9,-0.06270671878599167,0.023754778471888224
-8,0.03881152193010111,0.024304777329811907
-7,8.7754602787412e-05,0.025755005087467694
-6,0.011357295252120064,0.024706718337912784
-5,0.0028723499601535384,0.024939690224593306
-4,0.036526493432034846,0.026576956379359244
-3,-0.0372331371512286,0.023947380929878245
-2,0.03093873845455647,0.024330447204594593
-1,0.004106741123756579,0.0255723178593541
0,-0.005369334838669232,0.027023185366073812
1,-0.0053363229396725925,0.028754970136789307
2,-0.0535207249570152,0.030770597176573183
3,0.001803996819624481,0.03023074557167095
4,-0.008282400495716043,0.032119521849904915
5,0.02016007720573341,0.03159944000039506
6,-0.006291176046864344,0.03190798381131998
7,0.01949451188851972,0.03409580164498622
8,0.002657224457836759,0.036882522384858014
9,0.010067969605288232,0.038586168823174755
10,0.02738169315334591,0.03624334743025034
