e,estimate,se
-6,-0.027805491145558678,0.01581550658494059
-5,0.01699595658501017,0.01240348120280009
-4,-0.0036594795277418786,0.011383398311936126
-3,-0.0024971286320231443,0.031144418955950427
-2,-0.02092078129651182,0.030762673735414307
-1,0.026371091452534787,0.02087761261987246
0,0.004737206077433164,0.02844567949842168
1,-0.00923975919585996,0.02487491017645652
2,-0.03560111121577529,0.020967176040861655
3,-0.037794074781235164,0.024381475643591558
4,-0.045191222094588895,0.021515771726212038
5,0.17595670670663507,0.13494319070740077
6,-0.04913749439107856,0.026896544706503288
