cohort,estimate,se,states
2005,0.048240903631716014,0.03419623509204248,6
2010,-0.02240075574795576,0.05836233934611081,34
2014,-0.10859995200024249,0.10091314387014892,44
2018,-0.05761933785305044,0.03872418847536194,36
2020,-0.07856837838417557,0.05354245321624679,53
2021,-0.07215953589153849,0.042400243180330456,"11, 25"
2022,-0.057436838746668134,0.07645099951243224,9
2024,0.019865979956910196,0.03458863699537855,"41, 8"
