year,estimate,se
2004,-1.3633756737160105,1.283285494002095
2005,1.0539687335497234,1.3853461734280217
2006,2.6786879539195034,1.326235567988203
2007,0.10105047158282687,1.2579853575509379
2008,-0.6731406029007161,1.27695676317462
2009,-0.8689699077784956,1.1196639055221793
2010,-0.3826982415993863,1.044613746833613
2011,-0.8209172197868324,1.1766489974999317
2012,-0.9448176072276765,1.1041951355889619
2013,-1.6353534067590667,1.205419223255156
2014,-1.1811786840486684,1.107235435449962
2015,0.4446750507650156,1.175470291004613
2016,0.337859231135218,1.2099714312554188
2017,-0.026116427625066118,1.108087599821881
2018,-0.6038331820460617,0.9906318978341759
2019,1.257034110918678,0.8991240667883476
2020,-0.05031001083599793,0.8100619824711152
2021,0.9556026720388532,0.8510328988327166
2022,0.23594378616627706,0.8427865124469931
2023,-0.7775474035324261,0.7239292700096018
2024,-0.3516744916432125,0.7725074256341207
