g,t,ATT
2004,1990,0.005439227741876856
2004,1991,0.022517402062104605
2004,1992,-0.036322892708564564
2004,1993,0.01402891594637462
2004,1994,0.013598336352067988
2004,1995,0.0010997833350702285
2004,1996,-0.012851337422298645
2004,1997,-0.002847178273969811
2004,1998,-0.009136012700742421
2004,1999,0.0004927308680422529
2004,2000,0.009167271461865988
2004,2001,-0.014112682822555726
2004,2002,-0.0037031337710121126
2004,2003,-0.0033923573371518814
2004,2004,0.005750256672620219
2004,2005,-1.5199401958279624e-05
2004,2006,-0.003936504584557424
2004,2007,0.0014889842728093988
2004,2008,0.004492732561182919
2004,2009,0.010656845651561095
2004,2010,0.005936132137747907
2004,2011,-0.005842867486291738
2004,2012,-0.0015091094939445535
2004,2013,-0.01434748561123074
2004,2014,-0.010081989526217361
2004,2015,-0.0015697227277483364
2004,2016,-0.00613324058179552
2004,2017,-0.008707714980739821
2004,2018,-0.012329526273896843
2004,2019,-0.01106397762145446
2004,2020,-0.0011630776475155813
2004,2021,-0.011968123811507067
2004,2022,-0.002744425870107141
2004,2023,-0.017923458623194694
2004,2024,-0.022934758531206578
2009,1990,0.028118478270966932
2009,1991,0.0047980986931092096
2009,1992,-0.017015636011193665
2009,1993,0.00298587043786476
2009,1994,-0.01698919509542865
2009,1995,0.03001763003093038
2009,1996,-0.024845253655219487
2009,1997,0.01225375642396942
2009,1998,-0.021129773684014523
2009,1999,0.038685595148338456
2009,2000,-0.03622038688852341
2009,2001,0.015814148503284532
2009,2002,-0.006098430881769028
2009,2003,-0.005666751601069331
2009,2004,0.007873201258354022
2009,2005,-0.009127263194814009
2009,2006,0.010330453569398428
2009,2007,-0.021086281394060852
2009,2008,-0.002620713726874252
2009,2009,0.009899182512366232
2009,2010,0.0020552231163706858
2009,2011,0.044605695096646504
2009,2012,0.01356397549497957
2009,2013,0.019378640264026213
2009,2014,-0.007029307099926118
2009,2015,0.041856863999749194
2009,2016,0.022736476945090074
2009,2017,0.04731466044591565
2009,2018,-1.4620675176664488e-05
2009,2019,0.0279940955961909
2009,2020,0.035536845017035655
2009,2021,-0.004368705927653406
2009,2022,0.01294593958764426
2009,2023,0.0372763080107478
2009,2024,0.037569977892003885
2014,1990,0.015862690898253776
2014,1991,-0.02738796984424833
2014,1992,0.03897345827540812
2014,1993,-0.026358715772505814
2014,1994,0.015576539945649073
2014,1995,0.01856735700048273
2014,1996,0.003096825877769646
2014,1997,-0.06012521099256294
2014,1998,0.06408582480728683
2014,1999,-0.02293405193085555
2014,2000,-0.03296436474997659
2014,2001,0.031720836623397114
2014,2002,-0.004515205517706823
2014,2003,-0.0007704574237846346
2014,2004,-0.030429744110983654
2014,2005,0.01594230150046124
2014,2006,-0.03355338820651302
2014,2007,0.05989714159983714
2014,2008,-0.009730894596861314
2014,2009,0.015394457446494661
2014,2010,-0.04619811790585643
