year,estimate,se
2004,-0.09406154977777559,0.0667454216662001
2005,-0.005980030344261644,0.06408799051797824
2006,-0.005610258421820169,0.06272216060729076
2007,-0.06728998646664552,0.06603172361130237
2008,-0.004613397649580464,0.0719573118235129
2009,-0.013957251279875012,0.05617470513168434
2010,-0.07276109285098432,0.06371608095748947
2011,0.039991893022867264,0.0627659560608103
2012,0.054621855850368155,0.05961157356429527
2013,0.016835416215012868,0.0679501811804844
2014,0.02052919989947659,0.06777306654441789
2015,-0.08414447545789708,0.059493167656140857
2016,0.02822829623443756,0.06319277343644177
2017,-0.005457109604832057,0.05697530670665013
2018,-0.021746584061134052,0.05176962130306731
2019,0.005568501052583808,0.05990468836522485
2020,-0.059935577464547966,0.05840086738064619
2021,0.019268168299115804,0.058142208925832724
2022,0.07912985784099942,0.05313800239797651
2023,0.051405519335551084,0.052585143379906364
2024,-0.019344161452164315,0.05201542120980245
