e,estimate,se
-6,-0.0631546476865763,0.058222745853577805
-5,0.16515562003159137,0.08083456129824128
-4,-0.04352958928936596,0.0920639330797472
-3,-0.059958079611759356,0.05734672297422843
-2,0.05809160079016847,0.05750267942128522
-1,-0.01751324401418909,0.06031812518002157
0,-0.028763153498352657,0.059571674487529765
1,-0.04160851804690209,0.059891122997174064
2,0.02633750523512946,0.07585274780185065
3,0.03023309663906727,0.0867871147641624
4,0.140271543734368,0.12274535470707894
5,-0.10257008085036612,0.05826631397024594
6,-0.01186676673735122,0.06060080081661383
