year,estimate,se
2004,0.6259688499811915,2.0668334673178395
2005,1.691930171961367,1.9599457147878023
2006,2.0941830615496677,1.835442915126653
2007,1.748990261806732,1.9412924149842252
2008,2.5233510848322247,1.9345541809486384
2009,0.792019175258225,1.7226232637385845
2010,0.4992094899719985,1.7004892910392575
2011,-0.4625915219903371,1.688912427985828
2012,0.8050208511202154,1.8266565127802274
2013,0.5281431191112773,1.864257216608879
2014,0.5017244147335975,1.9736496976297995
2015,-0.25885899098932935,1.942281101840999
2016,3.245954056998169,1.895806258497336
2017,2.297663264616427,2.057001286533942
2018,0.6345784808073951,1.6857324643660467
2019,2.0755369023311028,1.4543485011738566
2020,0.1050473449769725,1.6595463590971113
2021,0.9485790316224606,1.5003020613191935
2022,0.122120729033705,1.4633174798640343
2023,0.33603612670812627,1.424958055374542
2024,1.1498827667769969,1.3806044597600484
