year,estimate,se
2004,-5.959789918241782,3.847127807088292
2005,3.0640982558021683,3.7035285787734993
2006,-7.530972751071168,3.8557908323777212
2007,-2.5297269266228923,3.906790068494216
2008,-0.05912032992514682,4.297675636214973
2009,-1.9228648635375165,3.538716033676315
2010,-1.1826783185967729,3.3650965836643856
2011,-0.8462476880014538,3.233036428224562
2012,2.858162873924068,3.2690014451253133
2013,-4.998311772941701,3.4318664169536355
2014,-1.0484998266711414,3.432384740889992
2015,1.3018302566427162,3.9736668765193683
2016,0.9066399401725802,3.86459465911986
2017,-2.7076523668156214,3.803729387343916
2018,0.7543206769333126,3.207136461476693
2019,0.9696449866074158,2.95762774358497
2020,-0.2547810378819042,2.517319964897237
2021,1.3044317804317487,2.760733428951056
2022,-2.4659046850417754,3.1893102812567977
2023,0.3901943797832243,3.3816847172048705
2024,0.9047256978485847,3.2033376493391787
