cohort,estimate,se,states
2004,0.021420732406244054,0.018740501579178163,6
2009,0.06086635614002477,0.033174641434724705,34
2014,0.021337184006527902,0.05402349420390653,44
2018,0.010403745370243593,0.030380638753191202,36
2020,-0.02376175626386936,0.03904968067228793,"11, 53"
2021,0.05490052305990867,0.04178187583473614,25
2022,-0.00392390865251165,0.06668004676991876,9
2023,0.058582107687991436,0.06419941690352443,41
2024,0.014022652050644013,0.068131162725277,8
