year,estimate,se
2004,-0.03553851838047712,0.01753122122847342
2005,-0.017773814795064458,0.016730968564126366
2006,-0.037121859612623154,0.017285077147809313
2007,-0.025779474918230183,0.015249667419750599
2008,-0.005218137443567805,0.01671366809283464
2009,-0.005535906883224286,0.015701570010596272
2010,-0.012795853305918167,0.014949023985711832
2011,-0.014748333787794448,0.015369129318093172
2012,0.00740901149066762,0.01742337920439701
2013,-0.0026612770787784747,0.018316225061165592
2014,-0.01287841389001942,0.016709673110442205
2015,-0.030735663384981356,0.01582089105857185
2016,0.008868304518782491,0.01631231538505933
2017,-0.00021205700166191725,0.01712306719805595
2018,-0.004570347001587037,0.016233328082350094
2019,-0.012822078876581763,0.01578237720104759
2020,-0.01719572137668295,0.015272053346832138
2021,-0.013822008061211529,0.01373668615547031
2022,-0.0002927432536711608,0.014558894534053747
2023,0.0036400717404236273,0.013409213474873888
2024,0.0053206889816299055,0.014605271602901747
