year,estimate,se
2004,-2.1975686989088317,1.6677236126171957
2005,2.300855112295384,1.6208459390238352
2006,0.8566629562904673,1.6245775748491507
2007,-0.9686206540285518,1.7125566978225901
2008,1.5787627923365655,1.753706244266121
2009,0.024499456717973576,1.5985856026221692
2010,0.9897615817507381,1.5662960848683318
2011,0.9308931806059861,1.5085998446204563
2012,1.440948820373287,1.4426943588864776
2013,-1.8873235183049613,1.6334737989253623
2014,0.9601032620683706,1.6344841074237269
2015,-2.191729707470314,1.574195383139647
2016,1.278872947737338,1.5779863405017909
2017,-1.084875501332997,1.7633333605263495
2018,0.9818287295780819,1.4634772975749746
2019,-0.5251616012428098,1.6818972552304396
2020,-2.025412436863796,1.4765691070509948
2021,-0.834630932917252,1.642906802374621
2022,2.4193372465276464,1.450593874814973
2023,0.6797437263228279,1.6376784243659976
2024,-0.9396819425912407,1.516834103974646
