e,estimate,se
-6,-0.0027211939425619875,0.012381243093393167
-5,-0.019140811117565413,0.012660892023277009
-4,0.014298303884087394,0.012174449129638519
-3,-0.0010101350165998538,0.01282993105608335
-2,-0.0051847823787055805,0.011969331777355678
-1,-0.005378639593289788,0.012530020179308599
0,0.015339034995253563,0.01253645177755686
1,0.01062487953177335,0.011587760460907842
2,0.041249028312450385,0.012112003651236557
3,0.028818792781319234,0.012146358307090831
4,0.009972034237785057,0.012886873629590092
5,0.004282100352803744,0.014997550970987227
6,-0.01326078545183437,0.015335832292571842
