cohort,estimate,se,states
2004,0.02125878094018888,0.017313364670047647,6
2009,0.035351601547278046,0.03347726657336526,34
2014,0.043501228621061254,0.05050440671494207,44
2018,-0.005867320917111079,0.029751490209769065,36
2020,-0.00977988991938179,0.0376154789953053,"11, 53"
2021,0.02080552810835709,0.0381519523592916,25
2022,-0.012118823816470633,0.06521025095997389,9
2023,0.08322701488283213,0.06304439805074416,41
2024,-0.02225559367364538,0.06736075106600138,8
