e,estimate,se
-10,0.008797320504647868,0.006478140941298469
-9,-0.005895950839076638,0.006963136896619702
-8,0.000513664583302738,0.00603757963080659
-7,-0.007020310399842621,0.006770865235569043
-6,0.005631607488401711,0.006621948925285779
-5,0.001473654787661894,0.0067803626463176754
-4,-0.002565565659815953,0.006442050406247913
-3,0.0028366573325012932,0.005470994552692329
-2,-0.005037672018020326,0.0056528589074006435
-1,0.007540119460812367,0.005686367675788408
0,0.0032855797229508613,0.006964606571486309
1,-0.0005136278488485222,0.007005231601200711
2,0.0007048311444747097,0.006929509582827292
3,-0.00584371385292782,0.008204216115565615
4,-0.004503758221956902,0.008072391893300144
5,-0.0012605108286336771,0.007330285381029078
6,-0.005486580402834111,0.007432709595891093
7,-0.0067412406987988885,0.009577923145015373
8,0.001003638184564342,0.0085209572232202
9,-0.006157640236146353,0.00837479897801459
10,-0.013139524134490363,0.008548176623345076
