cohort,estimate,se,states
2004,1.1383923688721729,1.3975616755028413,6
2009,5.903380227914898,2.0442791856639264,34
2014,0.5225401652804816,3.1396700756857263,44
2018,-2.39174503643124,1.6705222536574051,36
2020,-2.910964296156931,2.0279218836910506,"11, 53"
2021,3.1645958703480517,2.0939265384712233,25
2022,-0.6145754437678276,4.238767522752054,9
2023,-0.28977293538311777,3.474553130091077,41
2024,-0.04735516306363152,3.8851651696700986,8
