year,estimate,se
2004,0.010407882227103109,0.007474124538243907
2005,0.010150978500393485,0.006204813696290819
2006,0.004428763388146139,0.006365534921575604
2007,0.00323997962879451,0.006025861846307949
2008,-0.00013120223356417882,0.005634475141999612
2009,0.008398673309853732,0.004811676707777042
2010,0.006338178015442403,0.0051854374291111565
2011,0.002157814279983524,0.005275993546374505
2012,0.008906245227129045,0.004936040022865984
2013,-0.0003142063267205248,0.005061044195767198
2014,0.002779240262590717,0.0052964970030678045
2015,0.007643574249292292,0.005389885666795219
2016,0.006238753588463477,0.0044535907726206015
2017,0.004083574556806121,0.004976289558413531
2018,0.0027758280607813376,0.004264822924577531
2019,0.007068774511640179,0.004102270958828512
2020,0.0035202439969041653,0.0038359202809527086
2021,0.00019421993839913878,0.003610232224822147
2022,0.0073425998126082186,0.0038893636854249966
2023,-0.0015268019167393905,0.0033653339803065997
2024,0.004316615958908597,0.003126216794502252
