e,estimate,se
-10,0.026372999338311606,0.00928022724987438
-9,-0.010261582294018143,0.010469822373009143
-8,-0.006162834514688199,0.011408211292356515
-7,-0.003605430421349114,0.012311798598320729
-6,-0.018466441188797464,0.012497059112280372
-5,0.03970385178244419,0.010445894819406831
-4,-0.02128714332339667,0.009047862095243955
-3,-0.008306238579202613,0.009409237379613222
-2,-0.003014540416515165,0.008494311761220778
-1,0.0005729660095194076,0.008205446899015893
0,0.007205255959126168,0.008088032294750202
1,0.011494551640267331,0.008809289567448142
2,0.01651747027892384,0.009188617911980473
3,0.008162883563594348,0.009048345572892436
4,0.01344410971191454,0.00927020426424955
5,0.019659167389440266,0.009726934166703866
6,0.010097794250441213,0.008431607289790867
7,0.0128931963730592,0.010326580272425676
8,0.019715773888831254,0.009254008141065672
9,0.014939893126140002,0.00999158221525733
10,0.0064402173576562,0.010320102706740011
