cohort,estimate,se,states
2004,0.015402010840489474,0.019154484374487243,6
2009,-0.007846152837249626,0.031873189334653364,34
2014,-0.012995613457038287,0.03290307494391815,44
2018,0.020521394881370076,0.02473496704403337,36
2020,-0.04445343725337532,0.02781431332997095,"11, 53"
2021,-0.06346862898063177,0.02863346050890452,25
2022,-0.006140689806282092,0.049195334390309826,9
2023,0.02645783932729473,0.046226818063235225,41
2024,0.003097532530970226,0.05288674378087733,8
