e,estimate,se
-10,0.6833062027194587,0.9645743477246349
-9,-1.3532193756778563,0.9516244424314227
-8,1.0420963214314218,0.9051733123088651
-7,0.17770529763210555,0.9993267614654737
-6,0.9718148223742843,1.0422656451526433
-5,-0.6581740653672014,0.9771836253321535
-4,0.6534096153214226,0.9159255213292743
-3,0.44677728584242626,0.9065512742153238
-2,0.36898363690616887,0.9716904946992111
-1,-0.47604817547964406,1.0360088413306843
0,-0.18374482451166027,1.0344950462143367
1,-0.9211905617574083,1.1270530688458833
2,-2.0897884552482577,1.1145979434150173
3,-1.3286833893790988,1.1270134733029387
4,-0.13009051096093943,1.0156488969642608
5,0.6675374436836197,1.0899109043640018
6,-0.28123393369803884,1.197970168423128
7,1.1876842386337227,1.0921615102771638
8,0.553350211221813,1.3055678375383082
9,0.4148614794121581,1.4627211650544651
10,0.9272023165857478,1.370413559285767
