cohort,estimate,se,states
2014,-0.02666859418238376,0.07926784542586801,44
2018,-0.004375113795092401,0.04906471006279008,36
2020,0.14981920710331215,0.0837719448712255,53
2021,-0.34507188672670713,0.17030436420422113,"11, 25"
2022,0.11163433390409296,0.1207582741758359,9
2024,-0.046252817010061786,0.11117826457946312,"41, 8"
