cohort,estimate,se,states
2004,-0.014146776712833983,0.012954472311410607,6
2009,0.034585965201630146,0.02331101308531067,34
2014,-0.02694857334579567,0.037934719746829444,44
2018,-0.027083167601733158,0.022704772517293678,36
2020,-0.0368145679684746,0.030723598055342707,"11, 53"
2021,0.042244980481769084,0.03341846253577339,25
2022,0.001486115719336804,0.05236819764078985,9
2023,0.0102280449305997,0.04724074765318014,41
2024,0.007758663130301491,0.057127522687707495,8
