e,estimate,se
-6,-0.02848158411456833,0.02121020504629807
-5,0.0029570455921626906,0.014951066509813002
-4,0.0028394102382302494,0.018273742413163704
-3,0.01767957626933922,0.025130151860344636
-2,-0.0210240577509879,0.022417574859340757
-1,-0.011407793324045472,0.016274924316330697
0,0.02275978463925561,0.016942342624707694
1,-0.012675938860451904,0.01269450961956641
2,0.006446692482412275,0.019395907897407066
3,0.01586016508064781,0.020846840832275188
4,-0.008034039592061348,0.016953032802781983
5,0.003898676918536156,0.02147563823867331
6,-0.003896632946317232,0.02095040385302486
