e,estimate,se
-6,0.06307225746529577,0.08742845661549781
-5,0.018488440582034915,0.06677423574954058
-4,-0.04366057033179654,0.05149708602867612
-3,0.028039354447683955,0.041920719952150035
-2,0.024610400779802147,0.04910143207322281
-1,0.03243100802266558,0.05397716312193555
0,-0.11670782451336041,0.06407147002855149
1,0.022680062153159958,0.06882264165297727
2,0.0069513323189454804,0.06322869717028515
3,-0.017626862897780905,0.07132903695372055
4,-0.00838004756980455,0.07570706616947871
5,0.02233543059662879,0.1150069561366877
6,-0.10110666764388943,0.10832737162212312
