year,estimate,se
2014,-0.05468579268873462,0.03227961304556094
2015,-0.023489176515867696,0.044455520443785326
2016,0.0006737933942002339,0.061064579586614924
2017,-0.019172226202465045,0.05426603324987832
2018,0.037364659085803005,0.05829399924735954
2019,-0.04672461802792788,0.05565096447251037
2020,-0.1411737830437234,0.07150919228797356
2021,0.11071929339710525,0.21680675292798032
2022,-0.10304321231716855,0.12839206691735291
2023,-0.19378789792266396,0.22893488187762157
2024,-0.5122067401423374,0.20441719073948383
