year,estimate,se
2014,0.47253924231780964,0.5756419309237157
2015,0.19649297768504748,0.5313113564391458
2016,0.2502349543264193,0.5234543069095121
2017,-0.0013312416015780482,0.47555003857413897
2018,-0.26102228496345153,0.28137984765983737
2019,-0.02868871672028094,0.32441999348579087
2020,-0.18247597197088136,0.2752139767902056
2021,-0.18570134149971693,0.2014876729846706
2022,-0.04340871286459128,0.2809388506056343
2023,0.3279266086870793,0.8262487162057243
2024,-0.8881531842465299,0.4248860960602693
