year,estimate,se
2014,0.019526825059674395,0.07457258310311075
2015,-0.03600132143884124,0.06939440395957858
2016,0.026528557066793357,0.07717105968394437
2017,-0.012288539681200451,0.06899035561698381
2018,0.012346453325270706,0.03968607766820243
2019,0.01689886341659919,0.04085805477444289
2020,0.01252659122891518,0.031702207251598176
2021,-0.01712108935614244,0.022585477964518652
2022,0.014083834797925715,0.028805433937841927
2023,0.07202752083427233,0.06448365718691348
2024,-0.024208230366015188,0.021788249186900532
