e,estimate,se
-6,-0.007838051483531214,0.02720589394124818
-5,0.002433711860816701,0.02566282071371746
-4,0.044556583650868904,0.04018874116904398
-3,-0.05014104759901843,0.039082355606226
-2,0.04521218519490423,0.02962959705640893
-1,-0.0035780946186501515,0.036244130471419285
0,-0.007364706076813,0.037222391590003755
1,-0.021818336613971045,0.034502099208303084
2,-0.022785757090770416,0.03298024208873349
3,-0.03427592812476841,0.035239153744610625
4,-0.04305339098311601,0.031045654375031304
5,0.04530036661217559,0.10544543170173513
6,-0.0349698173371047,0.03172120570840694
