e,estimate,se
-6,0.023366906299622323,0.03957921111459151
-5,-0.007068531624383568,0.04828928610642733
-4,-0.02329823579672089,0.043746773979323014
-3,0.04947783440746023,0.04321122396127049
-2,-0.010804635765918936,0.045677893091644224
-1,-0.031499959814685494,0.04064299315474257
0,0.04124087021054642,0.04637959893070006
1,0.050019607536193285,0.04305040899924522
2,0.022488210319805798,0.051936055383243494
3,0.01262450148559663,0.047485109631318675
4,-0.002518677720864154,0.045502023625312325
5,-0.040140760484282,0.04491087299061763
6,0.05191168585799125,0.06465865631712008
