e,estimate,se
-10,1.556548974724023,1.2748275031261957
-9,-1.574847340487185,1.1639927505540246
-8,1.011852610781601,1.21651159746916
-7,0.2870542921027817,1.1988616386418505
-6,-0.19270344774619938,1.2239150938055376
-5,0.12197267188403176,1.125073214233165
-4,-0.1632933563669042,1.1495013466540602
-3,0.6495533368998225,1.3823488078531398
-2,0.4365828375434081,1.1505480323705157
-1,0.4159234072869785,1.1762659644052527
0,-0.9624247451631064,1.0882196879357895
1,-0.6138556210737861,1.2423404175047266
2,-1.8210949225022135,1.2406564232893025
3,-1.9455319545085437,1.1257217686720336
4,-1.9131339861131684,1.2252473731590219
5,-0.9979183190245606,1.3651043510042273
6,-1.7852351920545606,1.1915825749068911
7,-0.04010696947200489,1.4432517154217925
8,-1.0629685304064427,1.4463032387530126
9,0.11087657185501448,1.5505934093596219
10,0.6327435594695154,1.284272492829822
