e,estimate,se
-10,-0.013433307913043818,0.013055385221652447
-9,0.0017669461354080326,0.013326395746589894
-8,0.004213189049906121,0.01446745173727643
-7,0.006782142488377565,0.013916193796570673
-6,-0.005479346255738067,0.013565139558972962
-5,-0.001662995905075481,0.013495030663585813
-4,-0.0001090085245100074,0.013760651536423819
-3,-0.020179932428211252,0.014959565148906345
-2,0.0013804873177218574,0.01324984942501999
-1,0.024272630986919137,0.014152420301974052
0,-0.020726004672028616,0.013964423670033112
1,0.0008381539796718001,0.014198332140498742
2,0.029709532217307565,0.01566271684197192
3,-0.004968583869615207,0.015502076688340858
4,-0.004166558163734554,0.01694404694397496
5,0.02518727470735895,0.01927889138055194
6,-0.0006047742712779719,0.01993101565627392
7,-0.002258690380748794,0.024374032141609433
8,0.004582224834916826,0.022161038754361734
9,0.007297751575377497,0.023240849958646358
10,-0.01116122831159467,0.023274859533516875
