cohort,estimate,se,states
2004,0.008578066329869587,0.011291306555870654,6
2009,0.007650379487329141,0.021785566086949263,34
2014,-0.0019068290349112899,0.032153600059444606,44
2018,0.0018008045490744337,0.020994829149617072,36
2020,-0.02075677881690303,0.026109387363090993,"11, 53"
2021,0.016509564788843106,0.028137916556934456,25
2022,-0.00018943314338952058,0.04644344302823651,9
2023,0.08789613448711342,0.04156767458601536,41
2024,-0.026956008117687613,0.0489522255878925,8
