year,estimate,se
2014,0.0015826166235261387,0.006673953443706174
2015,0.008618439997061663,0.012512228275600825
2016,0.050910164173402675,0.04287471606646443
2017,0.04686834787642663,0.03127524873028269
2018,-0.05908669406245463,0.04106198616711942
2019,-0.0756113579715484,0.04013105071136898
2020,-0.05987633655415763,0.030382541076216477
2021,-0.022803348373645477,0.030148869262349724
2022,-0.023160007110157567,0.0395420772593868
2023,-0.026844357079669617,0.03962092729883484
2024,-0.06792632347780178,0.031525110245580065
