cohort,estimate,se,states
2014,-0.05173029211946461,0.04999220584078058,44
2018,0.008829816574390368,0.031856938812777215,36
2020,-0.039040874789394595,0.028511553348150025,53
2021,-0.05079110172972712,0.0516583275184054,"11, 25"
2022,0.0018567722138463222,0.02908114671454187,9
2024,0.16897709368125083,0.1589217524586525,"41, 8"
