year,estimate,se
2004,-0.023958893518450264,0.047376548492851125
2005,-0.010587126078544395,0.03987546350665036
2006,-0.039532813442269,0.039248546550047184
2007,-0.023241079570534118,0.038572329401212885
2008,-0.016113392693625106,0.03913709384425449
2009,0.016600293039067078,0.03498567605160275
2010,-0.033174144545742586,0.03304158509504727
2011,0.008557049529823195,0.03808955432815996
2012,0.019342890815349935,0.033416150344409645
2013,0.04917655458088276,0.04107684889139059
2014,-0.0010897806626457712,0.03943796224731768
2015,0.0007136973234356071,0.03578575632560513
2016,0.026183059666114533,0.0386885142814811
2017,0.08032852276446739,0.03425052409854635
2018,-0.009389295679571497,0.03550481738831377
2019,0.03662476292428556,0.034103100370250314
2020,-0.004641073093563645,0.035712074679098336
2021,-0.002408965071424668,0.0320919369818526
2022,0.05321988694744924,0.035947318215184876
2023,0.04493545002344459,0.03266925173572687
2024,0.03969749496328014,0.031039939792351177
