cohort,estimate,se,states
2018,-0.03971546478841106,0.07407838282043251,36
2020,-0.05841884681929692,0.08916201983463752,53
2021,0.1424104411607725,0.08996560044061151,"11, 25"
2022,0.1664084414955304,0.11136306132989933,9
2024,0.0513722167405295,0.1954673025366108,"41, 8"
