e,estimate,se
-10,-0.002270972837365381,0.007165075807429687
-9,-0.0003603993759381567,0.00716838348574297
-8,-0.009345394079905731,0.006555707460140241
-7,0.0008164170836008556,0.0061788260669099655
-6,0.0004344166102902291,0.00652120550717605
-5,-0.00043810170755730467,0.006386811973084095
-4,-0.0037276529000233876,0.0059596587305462126
-3,0.0038045015858243843,0.005179063136861052
-2,-0.0013145325409021373,0.0057077300303336595
-1,-0.002150529406361985,0.005645718727151657
0,0.009574749830162427,0.006813648533779614
1,0.005928197546552407,0.006691109916568527
2,0.005035236764908852,0.0066283336874428354
3,0.001237064042307479,0.006601043466124541
4,0.005647137574001846,0.007417485714309193
5,0.0012917565979043417,0.007746244779574199
6,0.010954821356535645,0.007591656070033853
7,-0.007555783683918198,0.00887514241359475
8,0.008753771058126443,0.009688018711892484
9,-0.007690387795146406,0.008463215254060111
10,0.0027066971130037688,0.00980190406339424
