year,estimate,se
2004,-0.02274326241850466,0.016221062024999098
2005,-0.0033921201523471334,0.014725045802154483
2006,-0.014602452398741807,0.015343787493915425
2007,0.001669661386787702,0.015349017475316437
2008,0.015505117286446768,0.01584722051659687
2009,0.00011424245040143358,0.013984490471127967
2010,-0.003390456366460591,0.014504157604331554
2011,-0.0003194673094803308,0.014204901831709724
2012,0.02092647420024423,0.01441042035589353
2013,0.0017262454602578626,0.015645958625115846
2014,0.0037668960971932743,0.014702721382266937
2015,-0.01151009303404461,0.014595574563750947
2016,0.033764042587717515,0.014802326956952631
2017,0.011401391116815512,0.014617616369739966
2018,0.006326928852611899,0.013438353494598687
2019,-0.007378346305285382,0.014048619020974106
2020,-0.0009361703692824246,0.013733352251358206
2021,0.009912754018987845,0.013121669222559867
2022,0.018241528821191236,0.013983500122965476
2023,0.029646441207638853,0.012177649932695954
2024,0.024026267930190637,0.012817606136330095
