cohort,estimate,se,states
2014,-0.0310771949916824,0.43063569475732355,44
2018,-0.1307430973846999,0.271349505752718,36
2020,-0.29453845497996994,0.2820444321000983,53
2021,-0.801928434441765,0.4198558601223816,"11, 25"
2022,0.534622839305546,0.3040396042022241,9
2024,0.28053678861819464,0.6591094673935806,"41, 8"
