g,t,ATT
2004,1990,0.014311469613947012
2004,1991,0.007190038743440118
2004,1992,-0.01814888720877541
2004,1993,-0.0008768080635394582
2004,1994,0.015726425843725467
2004,1995,-0.0065311021839748185
2004,1996,0.004563147595238175
2004,1997,-0.01161170292031067
2004,1998,-0.005388644162739431
2004,1999,-0.004706276474986018
2004,2000,0.004141622873814033
2004,2001,0.0037776953020896703
2004,2002,0.001107579077223593
2004,2003,-0.0059695468023619955
2004,2004,0.00691310379432216
2004,2005,0.00311996969842495
2004,2006,-0.012567424281167833
2004,2007,-0.0006234558313128885
2004,2008,0.0030906230440047935
2004,2009,0.009868490791878674
2004,2010,0.014693785153725582
2004,2011,0.004759842083185126
2004,2012,0.005997868008961245
2004,2013,-0.008085454578354606
2004,2014,0.007775996797470333
2004,2015,-0.002365985083556399
2004,2016,0.011195089774078064
2004,2017,0.005712734872537303
2004,2018,-0.019986109664170477
2004,2019,0.0003236647362792888
2004,2020,-0.0002605549245492944
2004,2021,0.0030177943195876106
2004,2022,-0.01087203521657406
2004,2023,-0.00984780047408012
2004,2024,0.014514277271929242
2009,1990,0.009614327884457458
2009,1991,0.007529272986950414
2009,1992,-0.007562985223542741
2009,1993,-0.0049942739810414916
2009,1994,0.01451467670415462
2009,1995,0.011726363268506547
2009,1996,-0.008488765194537895
2009,1997,-0.012124337875671298
2009,1998,-0.012574737768411504
2009,1999,0.013057012868938803
2009,2000,-0.006720666676946228
2009,2001,0.011469505346955775
2009,2002,-0.004449298783890582
2009,2003,0.004814038857698495
2009,2004,0.008264353591896395
2009,2005,-0.022513317737283003
2009,2006,0.014048588894218755
2009,2007,-0.02201795349854524
2009,2008,0.02073755662144612
2009,2009,0.008198677947855795
2009,2010,-0.012670627180890674
2009,2011,-0.0037204749507880053
2009,2012,-0.01663195665074254
2009,2013,-0.021863927507123286
2009,2014,-0.01861304890257421
2009,2015,-0.028879988812061136
2009,2016,-0.004080449712348402
2009,2017,-0.005741512273435841
2009,2018,-0.024034941097099465
2009,2019,-0.01699378047913746
2009,2020,0.021996837627417554
2009,2021,0.01673659777076863
2009,2022,0.021044010896398513
2009,2023,0.013139626172078173
2009,2024,0.019238311018674938
2014,1990,-0.007657570040560786
2014,1991,0.0014742927018247115
2014,1992,0.0026026889148978993
2014,1993,0.004377953575607933
2014,1994,-0.018349158804892997
2014,1995,0.038559451774227975
2014,1996,-0.009332289609772199
2014,1997,-0.03745261993229612
2014,1998,0.0050036894399170945
2014,1999,0.02527656118619285
2014,2000,-0.008307850962703554
2014,2001,0.005674939534120321
2014,2002,-0.003241985181297334
2014,2003,-0.005487565289400337
2014,2004,-0.010538655796839498
2014,2005,0.0025407780987451445
2014,2006,-0.016205270590862457
2014,2007,0.036489436693435594
2014,2008,-0.00347466018540718
2014,2009,0.009533716558616123
2014,2010,-0.02584224754370973
2014,2011,0.002554839736786052
2014,2012,-0.011354311565007207
2014,2013,0.004466058471755928
2014,2014,-0.005604094988093888
2014,2015,-0.017034219698567613
2014,2016,-0.020976581926419623
2014,2017,0.011026939508471549
2014,2018,0.02466214718628272
2014,2019,-0.015710218689671405
2014,2020,0.010653091852673373
2014,2021,-0.0013133733708972847
2014,2022,-0.006259481888627377
2014,2023,-0.011307673429148724
2014,2024,-0.002480289623530512
2018,1990,0.016100367143024125
2018,1991,-0.016783740615256018
2018,1992,-0.006354938716299531
2018,1993,0.002560471756604489
2018,1994,0.017651667807136395
2018,1995,-0.008363984152916795
2018,1996,-0.01068372336021596
2018,1997,-0.007800400759656344
2018,1998,-0.0006048011400020606
2018,1999,0.020290580782361095
2018,2000,-0.005212903547081475
2018,2001,0.011408699206564031
2018,2002,-0.00547392139724872
2018,2003,-0.008243108434422629
2018,2004,-0.006581271425354765
2018,2005,-0.005638633898091189
2018,2006,0.020448946818719914
2018,2007,-0.012074864411944816
2018,2008,-0.0060089066630415605
2018,2009,0.020197824747421392
2018,2010,-0.028943225028271145
2018,2011,0.020846921081060572
2018,2012,-0.007041967752748318
2018,2013,-3.6073968808156276e-06
2018,2014,0.001442976163171579
2018,2015,-0.01146971117150148
2018,2016,0.012461763224253672
2018,2017,-0.00430651567509948
2018,2018,-0.0022745282919050813
2018,2019,0.004522035388064893
2018,2020,0.0034681196696291217
2018,2021,0.001622321625886415
2018,2022,0.0022034063590769606
2018,2023,-0.015470210539738957
2018,2024,0.018636705394362706
2020,1990,-0.009469300514783917
2020,1991,-0.00400569181396996
2020,1992,0.005452374242719313
2020,1993,-0.004960425543118471
2020,1994,0.042817907624213
2020,1995,-0.029883208983718025
2020,1996,0.005310208049274866
2020,1997,0.010276660733777164
2020,1998,-0.031143456590330625
2020,1999,0.018665317024735728
2020,2000,-0.0013036939868882672
2020,2001,-0.002359608968471018
2020,2002,0.004278999389423464
2020,2003,-0.013048879751008984
2020,2004,-0.00339823169710321
2020,2005,-0.0010458272373221333
2020,2006,-0.0022435130787975335
2020,2007,0.005317356854145132
2020,2008,-0.003491356883863213
2020,2009,0.06334464163072509
2020,2010,-0.07333341612177444
2020,2011,0.02952613501081297
2020,2012,-0.0072772151049426345
2020,2013,0.0014090041270398632
2020,2014,0.011752234515315728
2020,2015,-0.0300286261587362
2020,2016,0.022050728894223652
2020,2017,-0.00544999130747896
2020,2018,0.007435661192514757
2020,2019,0.006721514913299441
2020,2020,-0.018770629409265688
2020,2021,-0.020777865065776682
2020,2022,-0.018771077874571176
2020,2023,-0.022228350614869517
2020,2024,-0.013160680356544469
2021,1990,-0.00926714116775569
2021,1991,0.0001729936968596288
2021,1992,0.0030119835182331745
2021,1993,0.0014661802119492473
2021,1994,0.007327614155662056
2021,1995,-0.02007969795376298
2021,1996,0.012610918016580992
2021,1997,-0.012793516434578427
2021,1998,0.018301647099610754
2021,1999,-0.008124363280861947
2021,2000,0.007715061968406774
2021,2001,-0.00014549557074388514
2021,2002,0.009990049690590246
2021,2003,-0.02701363653728489
2021,2004,0.00011720495588926627
2021,2005,0.03872092392606136
2021,2006,-0.01627979984953576
2021,2007,-0.021379710808743048
2021,2008,0.00901219529154871
2021,2009,0.007568211739715003
2021,2010,-0.0001270252168908137
2021,2011,-0.002316183659225257
2021,2012,0.01722951648409394
2021,2013,-0.014566654781548637
2021,2014,-0.002460650088471718
2021,2015,-0.015825465288604
2021,2016,0.005560637534680328
2021,2017,0.0030735626430447027
2021,2018,0.0059132033547793506
2021,2019,0.009313586043200643
2021,2020,-0.023317215881024825
2021,2021,-0.002368311668851514
2021,2022,-0.007721920820713716
2021,2023,0.004947373080786889
2021,2024,0.007204393901277334
2022,1990,0.021809855831035917
2022,1991,-0.019669975597709173
2022,1992,-0.027806706320482377
2022,1993,0.006345224147674897
2022,1994,0.01484886230265442
2022,1995,-0.018544539198401974
2022,1996,0.033296219607063485
2022,1997,-0.038868045214439643
2022,1998,0.03154660602231407
2022,1999,0.0004385792358914259
2022,2000,-0.01286550742660169
2022,2001,-0.005685297943290958
2022,2002,0.014485480799949393
2022,2003,-0.01908226741981222
2022,2004,0.01124067174947073
2022,2005,0.0017542712776458524
2022,2006,-0.013678929243538841
2022,2007,0.006992680754599155
2022,2008,0.004124765311927001
2022,2009,0.0015148223642808267
2022,2010,-0.022959484440050276
2022,2011,0.011847100070546873
2022,2012,7.34143754589564e-05
2022,2013,0.023461093561625762
2022,2014,0.0069448196700698656
2022,2015,-0.03839964562845938
2022,2016,-0.02040155859474438
2022,2017,0.06200066698122224
2022,2018,-0.053549287674582044
2022,2019,0.03823956407850595
2022,2020,-0.008152732992612974
2022,2021,-0.00014840929449243256
2022,2022,-0.0075532111948100125
2022,2023,-0.011618107264539414
2022,2024,0.02211252338441899
2023,1990,0.015077863087861368
2023,1991,-0.011773009506726037
2023,1992,0.008766897523495139
2023,1993,0.008656108792277309
2023,1994,-0.01694878772572446
2023,1995,0.004386544019245736
2023,1996,0.004443797694242288
2023,1997,-0.0075127042167769595
2023,1998,0.014099808413386455
2023,1999,-0.008404460844732835
2023,2000,-0.002802227857461169
2023,2001,-0.006062086437855746
2023,2002,0.0014877170188124858
2023,2003,0.005065748092138597
2023,2004,0.008432791709661047
2023,2005,-0.006020038284527213
2023,2006,0.0018663092287460187
2023,2007,0.0015531699296624235
2023,2008,0.019355470871187955
