e,estimate,se
-10,0.002011060236337473,0.013028967624584244
-9,-0.03682408349892744,0.013611535376279358
-8,0.013669102411121209,0.01363688787594029
-7,0.00973615713674248,0.013961081310176315
-6,-0.002985752179637064,0.014776305426021255
-5,0.009475183676919043,0.013034816928296946
-4,0.002556602861081056,0.013298300351960713
-3,0.00750416946767162,0.013041018359211265
-2,0.00316751752175303,0.014044442012484821
-1,-0.00538072887736132,0.014855472320394131
0,-0.002472511792755821,0.014986176190791494
1,0.0036539434628135485,0.01651719624340825
2,-0.01738660053267512,0.016175411844437295
3,0.003663824808470158,0.016324902993409624
4,-0.0008452880466471121,0.018618220092462567
5,0.011238574805317977,0.018815502214844057
6,0.011108167007430794,0.01864350681855985
7,0.02566079681135737,0.01985679438165568
8,0.03106507365928776,0.0196700861842582
9,0.018021838774550127,0.02251017175233103
10,0.04196223040712308,0.021756121702148988
