cohort,estimate,se,states
2004,0.05513477388419902,0.037894461575321225,6
2009,0.01227560384191241,0.06291185667297006,34
2014,0.130924140947683,0.09360406440994307,44
2018,-0.022932447057575942,0.05524478181257646,36
2020,-0.04020881980624025,0.08004011180455807,"11, 53"
2021,-0.06468609927589727,0.07541868962509139,25
2022,-0.0845028972901692,0.10269466610349601,9
2023,0.29909835867279105,0.12022027789044126,41
2024,-0.009921260894357853,0.13528854821839834,8
