cohort,estimate,se,states
2014,-0.09840017495920668,0.1786997475057591,44
2018,-0.16133944984856266,0.15075360269114765,36
2020,-0.11978474137517585,0.17377945820560206,53
2021,0.1666891362485629,0.20808614784357726,"11, 25"
2022,-0.19854017872834184,0.20669961431082198,9
2024,1.2785301349061824,0.3293539683080218,"41, 8"
