cohort,estimate,se,states
2004,-0.004024833483022265,0.014049978187617433,6
2009,-0.013747308758092724,0.028728778401480467,34
2014,-0.09658119489907023,0.06562460380579332,44
2018,-0.0031182273836376467,0.014642729064919705,36
2020,-0.02978325019209216,0.032807071862664725,"11, 53"
2021,-0.003239557787201891,0.026995930348957926,25
2022,0.026561927958423354,0.06119084198465712,9
2023,0.01837078919253816,0.04226288537608124,41
2024,-0.035892272241441515,0.080085981311437,8
