e,estimate,se
-6,-0.09567367674565555,0.3715727258178778
-5,0.5572133935575737,0.2371489840604407
-4,-0.49177214853533,0.20545537843469439
-3,0.10631840008188918,0.21713076859700284
-2,-0.09067473756408338,0.20698486845446168
-1,0.2014626398223281,0.19007897992126999
0,-0.15599393342962095,0.18741853730639774
1,-0.13272633986774998,0.23044863597853485
2,-0.1768829930391033,0.19972798815077253
3,-0.06301587250682675,0.2768836982436662
4,-0.13998108375808382,0.2964526012837017
5,-0.8965116757206217,0.509002464801821
6,-1.0292568827186108,0.42067575164793747
