e,estimate,se
-6,-0.16075395914935006,0.1618523127235073
-5,-0.06996538086767055,0.13632478711264628
-4,0.012715542196206662,0.12321760757658329
-3,0.23330633660100447,0.12284254264860918
-2,-0.21906262330116408,0.11551737977636967
-1,0.026094811883964564,0.08486238225194027
0,0.11815245958355271,0.08210522076752529
1,-0.0007846986173503741,0.08098406320929423
2,0.11394780082989996,0.1336468451522459
3,0.03605173193534358,0.09462478760976255
4,-0.14161579091574525,0.14336625507134293
5,-0.22217112514774334,0.18123586955716103
6,-0.2757059130275711,0.32381549093091155
