e,estimate,se
-10,-0.008022405339277268,0.0378520492607915
-9,-0.019615479240217573,0.04353007032752385
-8,-0.05095421646781726,0.042506454743951295
-7,0.03592955985173212,0.03756911477995488
-6,-0.023696879581191693,0.03494913850263546
-5,0.002648173628630656,0.04357600673557527
-4,0.02112482758619219,0.040790793537180854
-3,0.009000472604346044,0.03831173847991117
-2,0.018937676630597002,0.03693700752346211
-1,-0.02548236292541098,0.039965224190348626
0,0.016841545685005694,0.039869036068043394
1,-0.0010419344552118355,0.038753725331424974
2,-0.02845772572334095,0.04233105369419066
3,0.001372275192657804,0.051273268433962856
4,-0.004612860753455158,0.051293758688578314
5,0.041611545092691354,0.049273588057418424
6,0.04715510959690503,0.050714132016704425
7,-0.0026610503365098186,0.05870342991871391
8,-0.01720202399119763,0.061543190900508415
9,-0.06578809775812815,0.06802634986214807
10,0.016379984989494393,0.061351540121262794
