cohort,estimate,se,states
2014,0.16715974156183389,0.09260453506412535,44
2018,-0.05750060544220993,0.057874247381517654,36
2020,-0.0716802528837193,0.03847068839537002,53
2021,0.032640759035983985,0.07135877678486077,"11, 25"
2022,0.06035584063852928,0.048340177996634114,9
2024,-0.0992077492543737,0.11582750553643813,"41, 8"
