year,estimate,se
2004,0.03729396268035512,0.0715739073968188
2005,0.026316990198486656,0.07179498832080078
2006,-0.1660907815088669,0.08515695266260094
2007,0.028802220447199933,0.07403082288823318
2008,-0.03846218847995864,0.07361585934075493
2009,-0.04204770205130413,0.06137427752373779
2010,-0.02686348581890971,0.0649215263313513
2011,-0.06887189201751243,0.06165376854935085
2012,-0.08039347781971666,0.06116145714526564
2013,-0.07431149211393989,0.07169732198741924
2014,0.012495301853468272,0.05181607425706129
2015,-0.005546788084157926,0.06378468903143758
2016,0.027253037869295844,0.06556520643416032
2017,0.044924635524801644,0.06488931359325352
2018,0.026254039154058172,0.048092156131770966
2019,0.05036316121355089,0.047349188834050544
2020,0.017955538684647453,0.04407498900158724
2021,0.005465698118419881,0.04517658409679314
2022,0.001489727884820348,0.044507337949758474
2023,-0.05391572620343268,0.045499292621497434
2024,0.044933133714230286,0.04435991487781159
