year,estimate,se
2004,-0.0193961044487464,0.02396739597591549
2005,0.003338263129773811,0.022067355806853713
2006,-0.011699240929758492,0.02279820817154467
2007,0.003664686239099768,0.021939138017035748
2008,0.020372177671904024,0.023544298742231008
2009,0.009987485557704135,0.020903195978508
2010,0.010011354951239672,0.02158585399765237
2011,0.0015858905457432103,0.020792014163077844
2012,0.04050619727698412,0.020511349177949237
2013,0.015413925490499622,0.02418806372875809
2014,0.026956153061374045,0.022785918546210482
2015,-0.015094940750396931,0.022137385717265614
2016,0.06648585122753872,0.02227959910671971
2017,0.013333438383486334,0.022144519411750184
2018,0.02311051576610142,0.018994566302978452
2019,0.022870781213712502,0.021782941700397157
2020,0.013502947792768503,0.020448682617446815
2021,0.033456966978997596,0.019044894441997817
2022,0.03395416864612209,0.01961617166046572
2023,0.051568353380390126,0.01776844507551057
2024,0.029401779453054243,0.01814831746162905
