year,estimate,se
2004,0.021589431421795813,0.034018471788548776
2005,-0.002651347070962706,0.03505402642598302
2006,0.03621000061612101,0.03513009482919828
2007,0.02321248315273383,0.036185675745019595
2008,0.026550678033375297,0.03274553919916679
2009,0.02961844569538421,0.029253984953470105
2010,-0.02331439032988165,0.03409747293285002
2011,-0.03306674891410781,0.030580433675217886
2012,-0.012982119479827046,0.02880614660298124
2013,0.013209349612160212,0.04073805367595326
2014,-0.018876203843162877,0.034507763607928156
2015,-0.029501750085510006,0.030450840972192562
2016,-0.03566707810738735,0.03282556384025647
2017,0.009682290136398423,0.03517724455305466
2018,-0.008177266518484643,0.028454588110442516
2019,0.010460399570002726,0.03249494310475342
2020,0.027893270413097766,0.02583795035714424
2021,0.015926283518865856,0.026777119300002716
2022,-0.0337548814092576,0.03367148045554055
2023,-0.014504841522216694,0.02753968278383794
2024,0.013169080001658454,0.028390551527265537
