e,estimate,se
-10,-0.004237129548312847,0.011067240778310889
-9,0.0012221324500443853,0.011543653883476248
-8,-0.005963230726670374,0.011914125706181918
-7,0.0062609462149273215,0.011656686352398775
-6,-0.010635078222212392,0.011041080902106551
-5,-0.003733273237511998,0.011791601932886678
-4,0.018418165720253694,0.011796516323412944
-3,-0.017848726663258263,0.011133381409815115
-2,0.002787528153595505,0.011304013950687222
-1,0.019588818437052357,0.011227583346467873
0,-0.021542960375464885,0.011433909053613406
1,0.005968657694543976,0.012361394157038812
2,0.016615575356221608,0.012539113120435996
3,0.009294162701215159,0.012317123302690058
4,-0.0014599882417117404,0.013981384059921317
5,0.0012981177092422436,0.015380094155273508
6,-0.0015599384780335564,0.015499398517728002
7,-0.020351738208561256,0.016212475211523476
8,-0.005544140659229653,0.017074367587794296
9,-0.015495402651137203,0.016662674232423395
10,-0.007421035981195032,0.017087343025757977
