e,estimate,se
-6,-0.005729577624463684,0.003912056644519311
-5,0.0008108355848471318,0.003502328453656652
-4,0.003806773548286742,0.003782272035997845
-3,-0.0039175592983751555,0.003312214238650231
-2,0.0052462186831043695,0.00351511119709403
-1,-0.0068545819103656295,0.003378923798006128
0,0.008551435447581567,0.0037205129732144258
1,0.0038926990752199226,0.0033030888043987234
2,0.002810750819690359,0.003900424189845226
3,0.005190102888948723,0.0035466762772252518
4,0.008923049904793309,0.003877994807519229
5,0.007223908687320193,0.004177176657139465
6,0.0031637678566872494,0.004258418612901564
